Country,Observation_Year,CovidPeriod,Online_Learning_Users (%),Average_Screen_Time (Hours),DeviceUsage(%),Preferred_Learning_Platform
France,2022,After,28,1.5,60-30-10,Skillshare
Mexico,2023,After,16,0.9,60-30-10,Skillshare
Russia,2022,After,77,4.6,60-30-10,LinkedIn Learning
Russia,2023,After,34,2.4,60-30-10,Unacademy
South Africa,2023,After,43,2.9,60-30-10,Unacademy
South Africa,2020,During,33,0.8,60-30-10,Udemy
Germany,2017,Before,44,3.2,60-30-10,LinkedIn Learning
Germany,2018,Before,39,2.4,60-30-10,OpenLearning
Germany,2021,During,13,4.5,60-30-10,Tencent Classroom
France,2019,Before,30,4.4,60-30-10,OpenLearning
Japan,2018,Before,23,4.1,60-30-10,OpenLearning
Russia,2017,Before,48,4.5,60-30-10,FutureLearn
Germany,2024,After,78,0.6,60-30-10,Skillshare
France,2017,Before,17,1.0,60-30-10,Coursera
Russia,2020,During,21,1.1,60-30-10,Unacademy
France,2019,Before,84,4.4,60-30-10,Udemy
Germany,2023,After,19,5.0,60-30-10,Alura
Italy,2017,Before,48,3.0,60-30-10,Coursera
UK,2020,During,21,1.1,60-30-10,OpenLearning
UK,2020,During,30,4.9,60-30-10,OpenLearning
Japan,2018,Before,82,1.3,60-30-10,Alura
Germany,2019,Before,34,5.0,60-30-10,Unacademy
Russia,2017,Before,80,2.2,60-30-10,LinkedIn Learning
South Korea,2017,Before,11,3.5,60-30-10,Unacademy
Japan,2020,During,17,3.4,60-30-10,LinkedIn Learning
Germany,2020,During,58,4.9,60-30-10,Skillshare
South Africa,2023,After,41,3.0,60-30-10,OpenLearning
South Africa,2022,After,23,3.2,60-30-10,Alura
Germany,2019,Before,43,5.5,60-30-10,Coursera
South Korea,2022,After,81,0.9,60-30-10,OpenLearning
South Africa,2017,Before,57,1.7,60-30-10,LinkedIn Learning
South Korea,2019,Before,23,3.1,60-30-10,FutureLearn
France,2018,Before,55,3.9,60-30-10,FutureLearn
South Korea,2019,Before,51,2.7,60-30-10,Unacademy
Mexico,2018,Before,12,1.0,60-30-10,Alura
Mexico,2021,During,53,5.1,60-30-10,Skillshare
Italy,2018,Before,38,4.9,60-30-10,OpenLearning
Mexico,2022,After,21,0.7,60-30-10,Coursera
Japan,2019,Before,15,4.8,,Unacademy
Brazil,2024,After,32,3.9,60-30-10,Skillshare
South Africa,2022,After,72,4.0,60-30-10,Alura
Mexico,2017,Before,56,3.2,60-30-10,Skillshare
Australia,2019,Before,73,1.8,60-30-10,LinkedIn Learning
South Africa,2021,During,74,2.6,60-30-10,Unacademy
UK,2018,Before,45,2.2,60-30-10,LinkedIn Learning
China,2024,After,19,4.6,60-30-10,FutureLearn
Mexico,2024,After,24,5.0,60-30-10,LinkedIn Learning
Mexico,2021,During,63,4.9,60-30-10,Tencent Classroom
Germany,2022,After,86,1.6,60-30-10,LinkedIn Learning
South Korea,2018,Before,49,5.2,60-30-10,OpenLearning
Russia,2024,After,76,1.5,60-30-10,Unacademy
China,2023,After,75,2.9,60-30-10,FutureLearn
UK,2022,After,43,1.7,60-30-10,Coursera
UK,2017,Before,62,4.6,60-30-10,Alura
Australia,2019,Before,77,3.0,N/A,Unacademy
Mexico,2020,During,22,3.4,60-30-10,LinkedIn Learning
France,2020,During,17,4.3,60-30-10,FutureLearn
Russia,2018,Before,46,4.3,60-30-10,LinkedIn Learning
Russia,2017,Before,42,3.1,60-30-10,LinkedIn Learning
Japan,2020,During,28,2.5,60-30-10,OpenLearning
South Korea,2018,Before,37,4.0,60-30-10,LinkedIn Learning
UK,2022,After,78,2.3,60-30-10,FutureLearn
South Africa,2019,Before,51,2.3,60-30-10,Skillshare
Germany,2021,During,34,2.0,60-30-10,Alura
China,2022,After,12,1.1,60-30-10,Udemy
Brazil,2018,Before,71,0.9,N/A,OpenLearning
Germany,2019,Before,88,4.0,60-30-10,Skillshare
UK,2020,During,67,4.5,60-30-10,Alura
South Africa,2022,After,53,3.0,60-30-10,OpenLearning
Russia,2018,Before,87,0.8,60-30-10,Coursera
Brazil,2022,After,25,2.2,60-30-10,Udemy
Germany,2021,During,87,3.7,60-30-10,Coursera
Germany,2018,Before,59,0.5,60-30-10,FutureLearn
Germany,2024,After,18,4.3,60-30-10,Tencent Classroom
South Africa,2019,Before,14,3.5,60-30-10,LinkedIn Learning
Mexico,2017,Before,47,0.6,60-30-10,Tencent Classroom
Australia,2017,Before,11,0.7,60-30-10,OpenLearning
Australia,2023,After,69,2.7,60-30-10,Skillshare
Italy,2018,Before,89,3.5,60-30-10,Coursera
Russia,2019,Before,42,2.8,60-30-10,Skillshare
Russia,2022,After,65,2.5,60-30-10,Tencent Classroom
Japan,2017,Before,87,1.0,60-30-10,Alura
South Africa,2023,After,74,3.2,50-40-10,Alura
Brazil,2017,Before,40,4.3,60-30-10,FutureLearn
South Africa,2023,After,66,2.6,60-30-10,Skillshare
Mexico,2020,During,27,2.2,60-30-10,Coursera
South Korea,2024,After,26,5.4,60-30-10,Skillshare
South Africa,2017,Before,54,2.6,60-30-10,OpenLearning
Russia,2021,During,55,1.2,60-30-10,Unacademy
South Africa,2018,Before,22,2.9,60-30-10,Skillshare
Italy,2023,After,67,3.1,60-30-10,Udemy
South Korea,2023,After,30,0.8,60-30-10,Unacademy
Russia,2021,During,71,2.4,60-30-10,Udemy
South Korea,2022,After,38,5.5,60-30-10,Alura
Japan,2023,After,34,4.4,50-40-10,LinkedIn Learning
South Korea,2018,Before,86,1.7,60-30-10,Unacademy
UK,2021,During,70,4.7,60-30-10,OpenLearning
Germany,2018,Before,26,5.0,60-30-10,Tencent Classroom
Italy,2018,Before,23,4.7,60-30-10,OpenLearning
South Africa,2023,After,54,3.3,60-30-10,FutureLearn
South Korea,2024,After,31,0.7,60-30-10,Udemy
South Korea,2022,After,22,2.9,60-30-10,Tencent Classroom
Italy,2017,Before,63,3.0,60-30-10,Unacademy
France,2020,During,37,0.5,60-30-10,Coursera
France,2022,After,72,4.3,60-30-10,N/A
Mexico,2024,After,72,3.8,60-30-10,N/A
France,2021,During,43,4.0,60-30-10,Udemy
Australia,2017,Before,20,1.3,60-30-10,FutureLearn
China,2018,Before,67,1.5,60-30-10,Coursera
Japan,2018,Before,72,0.8,60-30-10,Alura
Australia,2018,Before,48,3.2,60-30-10,Tencent Classroom
Mexico,2018,Before,63,4.5,60-30-10,Alura
South Korea,2022,After,,2.3,60-30-10,Alura
Mexico,2020,During,36,5.1,60-30-10,Tencent Classroom
Mexico,2022,After,59,0.6,60-30-10,Coursera
Italy,2024,After,14,1.6,60-30-10,Alura
Germany,2018,Before,45,1.6,60-30-10,LinkedIn Learning
Japan,2021,During,12,3.6,60-30-10,OpenLearning
Mexico,2022,After,46,2.2,60-30-10,FutureLearn
Japan,2021,During,20,2.6,60-30-10,Skillshare
France,2022,After,65,4.6,60-30-10,Skillshare
France,2020,During,44,5.5,60-30-10,Alura
France,2023,After,62,1.1,60-30-10,Udemy
China,2017,Before,85,5.0,50-40-10,LinkedIn Learning
China,2023,After,32,5.4,60-30-10,Udemy
South Korea,2017,Before,81,2.3,60-30-10,Unacademy
UK,2021,During,20,1.9,60-30-10,OpenLearning
Russia,2020,During,90,4.7,60-30-10,LinkedIn Learning
UK,2020,During,10,2.0,60-30-10,Tencent Classroom
Russia,2021,During,65,2.7,60-30-10,LinkedIn Learning
South Korea,2019,Before,16,3.2,60-30-10,FutureLearn
UK,2018,Before,56,5.2,60-30-10,Tencent Classroom
South Korea,2023,After,90,4.6,60-30-10,FutureLearn
China,2018,Before,27,4.9,50-40-10,LinkedIn Learning
Australia,2019,Before,64,5.1,60-30-10,Unacademy
Japan,2021,During,44,3.3,60-30-10,LinkedIn Learning
Australia,2021,During,69,1.0,60-30-10,FutureLearn
South Africa,2023,After,31,0.9,60-30-10,Unacademy
Japan,2023,After,58,2.6,60-30-10,Skillshare
UK,2021,During,73,N/A,60-30-10,Unacademy
Brazil,2017,Before,30,4.5,60-30-10,Udemy
China,2021,During,70,1.4,60-30-10,Tencent Classroom
Japan,2022,After,17,0.6,50-40-10,Udemy
Australia,2020,During,17,5.0,60-30-10,Tencent Classroom
Italy,2019,Before,86,0.8,60-30-10,Unacademy
Russia,2021,During,37,1.4,50-40-10,Coursera
Brazil,2019,Before,36,2.6,60-30-10,LinkedIn Learning
South Africa,2022,After,68,1.2,60-30-10,OpenLearning
Germany,2023,After,34,5.1,60-30-10,Coursera
Mexico,2024,After,48,5.3,60-30-10,OpenLearning
France,2019,Before,47,4.3,60-30-10,OpenLearning
Mexico,2019,Before,53,3.3,,FutureLearn
Germany,2018,Before,64,2.2,60-30-10,Skillshare
Italy,2022,After,55,4.6,60-30-10,OpenLearning
Japan,2024,After,88,3.5,60-30-10,FutureLearn
Italy,2020,During,33,2.2,60-30-10,Udemy
South Africa,2023,After,14,1.8,60-30-10,OpenLearning
Italy,2019,Before,71,4.5,60-30-10,LinkedIn Learning
China,2022,After,56,3.1,60-30-10,OpenLearning
France,2019,Before,84,2.9,60-30-10,LinkedIn Learning
China,2021,During,68,3.3,60-30-10,Tencent Classroom
South Africa,2020,During,28,2.5,60-30-10,Udemy
China,2023,After,22,N/A,60-30-10,Skillshare
Brazil,2023,After,24,4.3,60-30-10,LinkedIn Learning
UK,2018,Before,62,2.3,60-30-10,Alura
South Africa,2019,Before,20,3.1,60-30-10,Udemy
Brazil,2017,Before,37,3.9,60-30-10,Tencent Classroom
South Korea,2022,After,82,4.4,60-30-10,OpenLearning
UK,2019,Before,20,5.2,,OpenLearning
Mexico,2017,Before,N/A,3.7,40-50-10,Alura
South Africa,2021,During,41,3.1,60-30-10,Unacademy
Germany,2018,Before,39,2.0,60-30-10,Tencent Classroom
UK,2024,After,53,0.5,60-30-10,Unacademy
China,2020,During,74,1.9,60-30-10,Coursera
South Africa,2017,Before,46,2.2,60-30-10,LinkedIn Learning
Germany,2024,After,28,5.1,60-30-10,LinkedIn Learning
France,2017,Before,12,4.6,60-30-10,OpenLearning
China,2018,Before,74,1.2,60-30-10,Coursera
UK,2021,During,85,2.6,60-30-10,LinkedIn Learning
Brazil,2019,Before,48,5.5,60-30-10,Coursera
South Africa,2019,Before,62,5.0,60-30-10,N/A
Italy,2019,Before,14,4.4,60-30-10,Coursera
UK,2021,During,,3.7,60-30-10,Skillshare
Russia,2024,After,70,2.0,60-30-10,Tencent Classroom
South Africa,2024,After,40,3.7,60-30-10,Skillshare
Brazil,2021,During,86,3.6,60-30-10,FutureLearn
Russia,2017,Before,34,1.5,60-30-10,Skillshare
South Africa,2018,Before,35,5.0,60-30-10,OpenLearning
Japan,2017,Before,72,4.1,60-30-10,Coursera
China,2020,During,30,3.4,60-30-10,Tencent Classroom
Russia,2018,Before,57,4.3,60-30-10,Tencent Classroom
Russia,2019,Before,29,5.0,60-30-10,Alura
Italy,2020,During,60,5.0,60-30-10,Udemy
France,2024,After,14,4.9,60-30-10,LinkedIn Learning
South Korea,2020,During,76,3.3,60-30-10,Unacademy
South Africa,2022,After,18,5.5,60-30-10,Tencent Classroom
Germany,2020,During,37,3.8,60-30-10,LinkedIn Learning
China,2023,After,N/A,1.2,60-30-10,Skillshare
Mexico,2021,During,16,2.7,60-30-10,Unacademy
South Korea,2021,During,17,5.2,60-30-10,Tencent Classroom
South Korea,2023,After,20,2.3,60-30-10,FutureLearn
Australia,2022,After,76,1.7,60-30-10,Unacademy
China,2020,During,47,2.9,60-30-10,OpenLearning
France,2023,After,32,1.0,60-30-10,LinkedIn Learning
UK,2023,After,90,4.5,60-30-10,Udemy
UK,2018,Before,72,3.5,60-30-10,Unacademy
Brazil,2024,After,79,2.2,60-30-10,LinkedIn Learning
Australia,2017,Before,56,2.1,60-30-10,Unacademy
Australia,2018,Before,59,3.5,60-30-10,Udemy
UK,2023,After,22,3.3,60-30-10,FutureLearn
Germany,2023,After,90,5.4,60-30-10,Unacademy
Russia,2024,After,61,N/A,60-30-10,Coursera
Australia,2019,Before,56,1.8,60-30-10,Alura
Japan,2022,After,74,2.3,40-50-10,Tencent Classroom
Russia,2021,During,84,2.0,60-30-10,OpenLearning
France,2020,During,63,3.3,60-30-10,Tencent Classroom
China,2020,During,28,5.1,60-30-10,Unacademy
France,2022,After,41,0.8,60-30-10,LinkedIn Learning
South Korea,2017,Before,43,4.4,60-30-10,OpenLearning
Japan,2020,During,28,2.8,60-30-10,LinkedIn Learning
Australia,2019,Before,64,2.6,60-30-10,OpenLearning
China,2021,During,51,5.2,60-30-10,Udemy
China,2018,Before,50,0.5,60-30-10,Alura
Australia,2019,Before,74,2.1,60-30-10,OpenLearning
Brazil,2021,During,23,2.5,60-30-10,N/A
China,2019,Before,73,2.0,60-30-10,LinkedIn Learning
Japan,2021,During,N/A,2.1,60-30-10,Unacademy
Japan,2022,After,52,0.8,60-30-10,Udemy
UK,2020,During,65,5.1,60-30-10,Alura
Brazil,2024,After,71,1.2,60-30-10,Coursera
Germany,2019,Before,90,0.6,60-30-10,OpenLearning
China,2023,After,57,0.8,60-30-10,Coursera
Italy,2022,After,46,3.1,60-30-10,Skillshare
Japan,2020,During,78,4.4,60-30-10,Tencent Classroom
Germany,2023,After,64,1.9,60-30-10,Unacademy
Brazil,2022,After,65,2.9,60-30-10,Udemy
UK,2018,Before,41,3.8,60-30-10,Alura
Russia,2017,Before,53,3.5,60-30-10,OpenLearning
Italy,2019,Before,66,1.9,60-30-10,OpenLearning
South Korea,2021,During,79,2.8,60-30-10,Tencent Classroom
Italy,2019,Before,76,2.4,60-30-10,Coursera
Japan,2023,After,44,4.2,60-30-10,Skillshare
South Africa,2018,Before,28,4.9,60-30-10,FutureLearn
Russia,2023,After,21,3.0,60-30-10,OpenLearning
Brazil,2019,Before,,1.5,60-30-10,Udemy
South Africa,2024,After,75,2.1,60-30-10,OpenLearning
South Africa,2023,After,69,1.4,60-30-10,Coursera
Japan,2019,Before,85,2.0,60-30-10,Coursera
Italy,2020,During,54,1.5,60-30-10,OpenLearning
Italy,2022,After,76,2.9,60-30-10,Udemy
Japan,2019,Before,66,1.3,60-30-10,OpenLearning
China,2023,After,23,3.8,60-30-10,Skillshare
Japan,2023,After,43,1.2,60-30-10,Tencent Classroom
South Africa,2019,Before,73,3.0,60-30-10,Unacademy
Japan,2024,After,41,4.0,60-30-10,N/A
Germany,2018,Before,19,1.9,60-30-10,Tencent Classroom
Australia,2021,During,68,2.5,60-30-10,Unacademy
South Africa,2022,After,55,5.4,60-30-10,Udemy
Russia,2021,During,67,2.8,60-30-10,Udemy
France,2020,During,72,2.3,60-30-10,Udemy
Brazil,2018,Before,,2.2,60-30-10,Skillshare
South Africa,2020,During,72,1.6,60-30-10,Tencent Classroom
South Africa,2019,Before,17,4.9,60-30-10,Tencent Classroom
France,2017,Before,37,5.2,60-30-10,Udemy
UK,2022,After,31,2.7,60-30-10,Unacademy
Australia,2017,Before,74,0.7,60-30-10,FutureLearn
France,2024,After,28,3.5,60-30-10,Alura
France,2019,Before,53,4.4,60-30-10,Skillshare
South Korea,2023,After,70,5.1,60-30-10,FutureLearn
Australia,2021,During,17,2.2,60-30-10,Coursera
Japan,2017,Before,44,3.9,60-30-10,OpenLearning
Japan,2022,After,18,4.8,60-30-10,Skillshare
South Africa,2017,Before,33,3.8,60-30-10,Unacademy
Italy,2021,During,77,0.8,60-30-10,Coursera
South Africa,2020,During,82,5.0,60-30-10,Unacademy
China,2017,Before,21,1.1,60-30-10,Unacademy
Japan,2018,Before,59,3.7,60-30-10,Unacademy
UK,2021,During,21,2.0,60-30-10,LinkedIn Learning
Germany,2022,After,43,1.7,60-30-10,Coursera
Mexico,2023,After,81,3.6,60-30-10,FutureLearn
Brazil,2023,After,71,1.8,60-30-10,Skillshare
UK,2021,During,44,5.4,60-30-10,Skillshare
Italy,2023,After,20,1.0,60-30-10,Udemy
South Korea,2021,During,84,2.9,60-30-10,Skillshare
UK,2023,After,63,1.6,60-30-10,Udemy
Japan,2017,Before,22,2.9,60-30-10,Unacademy
Japan,2023,After,54,3.1,60-30-10,OpenLearning
Italy,2023,After,18,4.8,60-30-10,Udemy
Germany,2023,After,30,0.5,60-30-10,Alura
Brazil,2023,After,29,1.4,60-30-10,FutureLearn
Australia,2019,Before,10,5.3,60-30-10,Alura
France,2020,During,52,2.9,60-30-10,Unacademy
Brazil,2020,During,39,1.7,60-30-10,LinkedIn Learning
Brazil,2021,During,50,2.0,60-30-10,Skillshare
Italy,2017,Before,85,1.9,60-30-10,Skillshare
Italy,2021,During,80,3.3,60-30-10,FutureLearn
Brazil,2018,Before,27,1.3,60-30-10,Coursera
South Korea,2023,After,71,3.7,60-30-10,Unacademy
Mexico,2022,After,43,4.5,60-30-10,FutureLearn
South Africa,2021,During,31,4.0,60-30-10,LinkedIn Learning
Italy,2023,After,16,4.4,60-30-10,Unacademy
UK,2020,During,86,4.3,N/A,Skillshare
Russia,2021,During,84,1.2,60-30-10,OpenLearning
China,2022,After,16,0.8,60-30-10,Alura
UK,2023,After,11,1.2,60-30-10,LinkedIn Learning
Germany,2021,During,42,3.5,60-30-10,OpenLearning
Australia,2020,During,58,1.3,60-30-10,Skillshare
China,2023,After,20,3.7,60-30-10,LinkedIn Learning
Italy,2020,During,11,2.7,60-30-10,Skillshare
Russia,2022,After,47,5.5,60-30-10,Alura
South Africa,2024,After,32,4.7,60-30-10,Unacademy
China,2019,Before,23,3.1,60-30-10,Tencent Classroom
Italy,2024,After,73,N/A,60-30-10,FutureLearn
Russia,2020,During,41,2.0,60-30-10,Coursera
UK,2021,During,74,5.5,60-30-10,Tencent Classroom
UK,2023,After,58,2.1,60-30-10,OpenLearning
South Korea,2018,Before,53,5.4,60-30-10,Alura
Australia,2022,After,53,4.1,60-30-10,Unacademy
South Africa,2024,After,15,4.2,60-30-10,OpenLearning
South Korea,2020,During,47,3.7,60-30-10,Udemy
Brazil,2023,After,51,1.0,,Alura
China,2023,After,13,1.4,60-30-10,Tencent Classroom
Brazil,2017,Before,52,2.9,60-30-10,LinkedIn Learning
Italy,2017,Before,87,5.1,60-30-10,Coursera
Russia,2022,After,61,3.2,60-30-10,FutureLearn
South Africa,2017,Before,69,1.3,60-30-10,Unacademy
Australia,2021,During,49,2.0,60-30-10,FutureLearn
Russia,2024,After,75,3.1,60-30-10,Unacademy
South Africa,2024,After,24,0.5,60-30-10,OpenLearning
South Africa,2020,During,37,0.9,60-30-10,Alura
France,2022,After,38,2.0,60-30-10,Tencent Classroom
South Korea,2017,Before,39,1.7,60-30-10,Alura
Mexico,2017,Before,26,1.4,60-30-10,LinkedIn Learning
Germany,2023,After,50,3.2,60-30-10,Skillshare
Italy,2023,After,27,4.1,60-30-10,Unacademy
South Africa,2023,After,11,5.2,60-30-10,Coursera
Brazil,2020,During,19,3.9,60-30-10,FutureLearn
Japan,2017,Before,30,1.3,60-30-10,Unacademy
UK,2022,After,80,1.2,60-30-10,Udemy
Australia,2024,After,53,2.8,60-30-10,FutureLearn
South Korea,2022,After,73,1.5,60-30-10,LinkedIn Learning
France,2021,During,83,1.6,60-30-10,Unacademy
Russia,2020,During,36,1.1,60-30-10,Unacademy
Russia,2018,Before,74,4.4,60-30-10,Skillshare
Brazil,2018,Before,50,2.6,60-30-10,OpenLearning
Russia,2023,After,25,5.2,60-30-10,FutureLearn
China,2020,During,43,0.9,60-30-10,Tencent Classroom
China,2023,After,77,1.9,60-30-10,Alura
Russia,2020,During,33,2.8,60-30-10,FutureLearn
South Korea,2022,After,49,0.6,60-30-10,Udemy
Mexico,2019,Before,86,1.2,60-30-10,FutureLearn
Australia,2023,After,67,5.3,60-30-10,Alura
Japan,2023,After,12,2.0,60-30-10,Unacademy
Japan,2022,After,24,2.6,60-30-10,FutureLearn
UK,2020,During,70,0.7,60-30-10,OpenLearning
UK,2020,During,63,5.2,60-30-10,Unacademy
France,2023,After,71,4.5,60-30-10,FutureLearn
Germany,2018,Before,22,2.3,60-30-10,Udemy
Russia,2020,During,86,3.5,60-30-10,OpenLearning
South Africa,2024,After,47,3.5,60-30-10,Tencent Classroom
Brazil,2020,During,66,0.6,60-30-10,Skillshare
Japan,2024,After,43,1.9,60-30-10,FutureLearn
Germany,2022,After,72,0.6,60-30-10,Skillshare
Mexico,2018,Before,18,4.7,60-30-10,FutureLearn
Brazil,2018,Before,65,3.1,60-30-10,OpenLearning
Italy,2024,After,32,4.9,60-30-10,Coursera
Italy,2018,Before,64,5.2,60-30-10,Alura
Japan,2022,After,72,3.3,60-30-10,Coursera
South Korea,2020,During,36,3.6,60-30-10,FutureLearn
China,2024,After,66,2.7,60-30-10,LinkedIn Learning
Mexico,2019,Before,16,2.1,60-30-10,Unacademy
Russia,2018,Before,65,1.8,60-30-10,Tencent Classroom
Japan,2023,After,25,4.8,60-30-10,Coursera
Germany,2023,After,68,3.0,60-30-10,OpenLearning
Russia,2022,After,10,0.8,60-30-10,Skillshare
Australia,2019,Before,73,0.9,60-30-10,Coursera
South Korea,2021,During,70,1.1,60-30-10,Alura
Australia,2019,Before,66,4.8,60-30-10,FutureLearn
China,2021,During,36,3.5,60-30-10,Alura
Russia,2019,Before,67,3.3,60-30-10,Tencent Classroom
Germany,2024,After,61,2.2,60-30-10,OpenLearning
South Korea,2022,After,32,2.2,60-30-10,Alura
Brazil,2023,After,32,1.9,60-30-10,Tencent Classroom
Brazil,2022,After,30,0.7,60-30-10,LinkedIn Learning
China,2017,Before,82,3.3,60-30-10,Unacademy
Russia,2017,Before,80,5.2,60-30-10,Unacademy
Australia,2021,During,26,5.5,60-30-10,FutureLearn
France,2024,After,48,3.4,60-30-10,FutureLearn
South Africa,2020,During,72,3.4,60-30-10,Udemy
Germany,2022,After,61,0.9,60-30-10,Udemy
Australia,2018,Before,89,1.2,60-30-10,Udemy
South Africa,2022,After,61,5.5,60-30-10,OpenLearning
Mexico,2017,Before,14,4.7,60-30-10,Udemy
Mexico,2020,During,80,1.6,60-30-10,LinkedIn Learning
Mexico,2018,Before,41,4.0,60-30-10,FutureLearn
Brazil,2023,After,23,0.7,60-30-10,Coursera
China,2019,Before,47,2.8,60-30-10,Udemy
Mexico,2018,Before,20,4.9,60-30-10,
Brazil,2023,After,60,4.0,60-30-10,FutureLearn
China,2018,Before,18,5.4,60-30-10,Tencent Classroom
South Africa,2021,During,65,2.9,60-30-10,FutureLearn
South Africa,2022,After,46,3.0,60-30-10,Coursera
Australia,2018,Before,84,4.2,60-30-10,Skillshare
Japan,2018,Before,82,2.4,60-30-10,LinkedIn Learning
Russia,2021,During,59,4.6,60-30-10,Coursera
Australia,2021,During,82,2.3,60-30-10,Udemy
Germany,2019,Before,81,5.5,60-30-10,Skillshare
Russia,2024,After,33,5.0,60-30-10,Unacademy
Germany,2018,Before,31,2.6,60-30-10,Alura
Germany,2023,After,62,4.3,60-30-10,Tencent Classroom
Italy,2021,During,34,5.0,60-30-10,Tencent Classroom
France,2021,During,52,0.9,60-30-10,Udemy
France,2021,During,71,2.1,60-30-10,Alura
Australia,2024,After,80,2.5,60-30-10,Coursera
Italy,2019,Before,90,2.7,60-30-10,Skillshare
Germany,2024,After,35,0.7,60-30-10,LinkedIn Learning
France,2022,After,46,3.9,60-30-10,Udemy
Italy,2021,During,72,1.6,60-30-10,Udemy
China,2024,After,54,2.9,60-30-10,OpenLearning
Mexico,2021,During,43,5.1,60-30-10,Coursera
Germany,2021,During,44,1.2,60-30-10,Tencent Classroom
Australia,2023,After,23,0.8,60-30-10,LinkedIn Learning
Mexico,2017,Before,32,N/A,60-30-10,LinkedIn Learning
Mexico,2020,During,24,5.1,60-30-10,FutureLearn
Japan,2023,After,10,3.8,60-30-10,Tencent Classroom
Russia,2019,Before,68,4.2,60-30-10,Alura
China,2021,During,48,5.0,60-30-10,Tencent Classroom
Italy,2024,After,22,2.9,60-30-10,Skillshare
Italy,2022,After,44,5.1,60-30-10,LinkedIn Learning
Australia,2024,After,10,1.1,60-30-10,Udemy
UK,2018,Before,61,2.7,60-30-10,LinkedIn Learning
Brazil,2022,After,72,4.7,60-30-10,OpenLearning
China,2017,Before,72,3.5,60-30-10,FutureLearn
China,2024,After,15,1.2,60-30-10,Unacademy
France,2022,After,28,0.6,60-30-10,Alura
Australia,2019,Before,65,4.2,60-30-10,Udemy
Australia,2022,After,69,2.9,60-30-10,Alura
France,2024,After,23,3.9,60-30-10,Alura
Brazil,2020,During,72,2.2,60-30-10,Skillshare
Brazil,2024,After,75,1.4,60-30-10,Tencent Classroom
Mexico,2021,During,56,5.1,60-30-10,FutureLearn
Russia,2021,During,27,1.2,60-30-10,Unacademy
Japan,2019,Before,18,5.0,60-30-10,Unacademy
